  01/01/1895,        NA,        NA_2,37.8,-122.3,            sausalito cal,                sausalito,h,i,j
  20/08/1894,,,,,at anchor off reindeer station port clarence alaska,,,,
  20/08/1894,,,,,at anchor off us reindeer station port clarence alaska,,,,
  21/08/1894,,,,,at anchor off us reindeer station port clarence alaska,,,,
  21/08/1894,     65 19,  167 12 W,53.4,-3,anchored off cape prince of wales alaska,                     alex,cape prince of wales,65 38 24N,168 7 12W
  22/08/1894,,,,,at anchor off us reindeer station port clarence alaska,,,,
  22/08/1894,     64 35,  170 00 W,,,,,,,
  23/08/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  23/08/1894,     64 25,    172 08,64.4,-172.2,anchored off st lawrence island village,             indian point,gambell st lawrence island,63 46 34N,171 42 03W
  24/08/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  24/08/1894,,,43.7,7.2,anchored off st lawrence village st lawrence island at noon,                     nice,gambell st lawrence island,,
  25/08/1894,,,43.7,7.2,anchored off st lawrence village st lawrence island,                     nice,gambell st lawrence island,,
  25/08/1894,,,43.7,7.2,anchored off st lawrence village st lawrence island at noon,                     nice,gambell st lawrence island,,
  26/08/1894,,,43.7,7.2,anchored off st lawrence village st lawrence island,                     nice,gambell st lawrence island,,
  26/08/1894,,,,,,,,,
  27/08/1894,,,43.7,7.2,at anchor off st lawrence village st lawrence island,                     nice,gambell st lawrence island,,
  27/08/1894,,,43.7,7.2,at anchor off st lawrence island nw point,                     nice,gambell st lawrence island,,
  28/08/1894,,,43.7,7.2,at anchor off st lawrence village st lawrence island,                     nice,gambell st lawrence island,,
  28/08/1894,     64 53,    171 17,43.7,7.2,anchored off st lawrence island nw point at 8 am,                     nice,gambell st lawrence island,,
  29/08/1894,,,43.7,7.2,at anchor off st lawrence village st lawrence island,                     nice,gambell st lawrence island,,
  29/08/1894,,,66.2,-169.8,at anchor off whalen village siberia,                   whalen,uelen,,
  30/08/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  30/08/1894,,,31.5,118.4,off kilowwun village siberia at noon,                    erjia,bering strait,,
  31/08/1894,,,55,-1.5,      at sea arctic ocean,                      tic,bering strait,,
  31/08/1894,,,31.5,118.4,anchored off kilowwun village siberia,                    erjia,bering strait,,
  01/09/1894,,,31.5,118.4,anchored off kilowwun village siberia,                    erjia,bering strait,,
  01/09/1894,,,41.1,168.3,cape studye west 05 miles at 8 am,                    erjia,bering strait,,
  02/09/1894,,,31.5,118.4,anchored off kilowwun village siberia,                    erjia,bering strait,,
  02/09/1894,,,31.5,168.3,anchored off kilowwun village siberia at noon,                    erjia,bering strait,,
  03/09/1894,,,-17.7,168.3,at anchor enowrunan village alaska,                     vila,enurmino,66 57N,171 49W
  03/09/1894,     66 48,    171 68,,,,,,,
  04/09/1894,,,31.5,118.4,anchored off enowunan village siberia,                    erjia,enurmino,,
  04/09/1894,     65 37,    168 07,69.8,176.2,off south end ratmanoff id bering straits at 8 am,              long strait,bering strait,,
  05/09/1894,,,55,-1.5,      at sea arctic ocean,                      tic,bering strait,,
  05/09/1894,,,,,at anchor off us reindeer station port clarence alaska,,,,
  06/09/1894,,,,,at anchor off us reindeer station port clarence alaska,,,,
  06/09/1894,,,,,at anchor off us reindeer station port clarence alaska at noon,,,,
  07/09/1894,,,65.2,-166.7,     port clarence alaska,           port clearance,,,
  07/09/1894,,,,,at anchor off us reindeer station port clarence alaska,,,,
  08/09/1894,,,65.2,-166.7,     port clarence alaska,           port clearance,,,
  08/09/1894,     64 46,  167 37 W,,,,,,,
  09/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  09/09/1894,     63 33,  161 43 W,63.5,-162,anchored off st michaels alaska,               st michael,,,
  10/09/1894,,,4,9.7,at sea norton sound alaska,                    duala,norton sound,63 50 57N,164 16 08W
  10/09/1894,,,63.5,-162,anchord off st michaik alaska at noon,               st michael,,,
  11/09/1894,,,63.5,-162,at anchor off st michaels alaska,               st michael,,,
  11/09/1894,,,63.5,-162,at anchor off st michaels alaska,               st michael,,,
  12/09/1894,,,63.5,-162,       st michaels alaska,               st michael,,,
  12/09/1894,     64 00,  162 11 W,63.5,-162,anchored off st michaels alaska at noon,               st michael,,,
  13/09/1894,,,63.5,-162,       st michaels alaska,               st michael,,,
  13/09/1894,     63 55,  165 16 W,,,,,,,
  14/09/1894,,,4,9.7,      at sea norton sound,                    duala,norton sound,,
  14/09/1894,     63 49,  171 08 W,43.7,7.2,at anchor off nw point st lawrence id,                     nice,gambell st lawrence island,,
  15/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  15/09/1894,     63 23,  172 28 W,43.7,7.2,anchored off nw point village st lawrence id,                     nice,gambell st lawrence island,,
  16/09/1894,,,43.7,7.2,at anchor off nw point st lawrence id,                     nice,gambell st lawrence island,,
  16/09/1894,     61 16,     173 W,,,,,,,
  17/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  17/09/1894,     59 00,  171 05 W,,,,,,,
  18/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  18/09/1894,     57 17,  170 02 W,57.1,-170.3,at anchor off sw anchorage st paul island,           st paul island,,,
  19/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  19/09/1894,     56 11,  168 53 W,,,,,,,
  20/09/1894,,,57.1,-170.3,at anchor east landing st paul island,           st paul island,,,
  20/09/1894,,,53.9,-166.5, dutch harbor unalaska id,             dutch harbor,,,
  21/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  21/09/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  22/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  22/09/1894,,,53.9,-166.7,dutch harbor unalaska alaska,             dutch harbor,,,
  23/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  23/09/1894,,,,,,,,,
  24/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  24/09/1894,,,53.9,-166.7,dutch harbor unalaska island,             dutch harbor,,,
  25/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  25/09/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  26/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  26/09/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  27/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  27/09/1894,     54 06,  166 37 W,,,,,,,
  28/09/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  28/09/1894,   56 14 N,  169 05 W,,,,,,,
  29/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  29/09/1894,     56 40,  169 20 W,57.1,-170.3,anchored off east landing st paul island,           st paul island,,,
  30/09/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  30/09/1894,,,57.1,-170.3,anchored off east landing st paul island,           st paul island,,,
  01/10/1894,,,57.1,-170.3,at anchor off st paul island alaska,           st paul island,,,
  01/10/1894,     56 16,  169 10 W,,,,,,,
  02/10/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  02/10/1894,,,53.7,-166.7,dutch harbor unalaska island,          unalaska island,,,
  03/10/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  03/10/1894,,,53.7,-166.7,dutch harbor unalaska island,          unalaska island,,,
  04/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  04/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  05/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  05/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  06/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  06/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  07/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  07/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  08/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  08/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  09/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  09/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  10/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  10/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  11/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  11/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  12/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  12/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  13/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  13/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  14/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  14/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  15/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  15/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  16/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  16/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  17/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  17/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  18/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  18/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  19/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  19/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  20/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  20/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  21/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  21/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  22/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  22/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  23/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  23/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  24/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  24/10/1894,,,53.9,-166.5,dutch harbor unalaska alaska,             dutch harbor,,,
  25/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  25/10/1894,     54 19,    166 50,,,,,,,
  26/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  26/10/1894,     56 23,  170 00 W,,,,,,,
  27/10/1894,,,55,166.3,        at sea bering sea,                  behring,pribilof islands,56 50N,170 00W
  27/10/1894,     57 00,  170 07 W,,,,,,,
  28/10/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  28/10/1894,     55 42,  168 23 W,56.6,-169.6,at anchor off st george village alaska,                st george,,,
  29/10/1894,,,56.6,-169.6,at anchor off st george village alaska,                st george,,,
  29/10/1894,     54 08,  166 32 W,,,,,,,
  30/10/1894,,,55,166.3,        at sea bering sea,                  behring,,,
  30/10/1894,,,53.9,-166.5, at wharf unalaska alaska,             unalaska bay,,,
  31/10/1894,,,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
  31/10/1894,     53 48,  165 36 W,53.9,-166.5,at wharf inner harbor unalaska alaska,             unalaska bay,,,
  01/11/1894,,,,,,,,,
  01/11/1894,     52 30,  160 03 W,,,,,,,
  02/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  02/11/1894,     51 08,    156 22,,,,,,,
  03/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  03/11/1894,     50 13,    153 29,,,,,,,
  04/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  04/11/1894,     48 45,    149 16,,,,,,,
  05/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  05/11/1894,     47 43,  146 06 W,,,,,,,
  06/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  06/11/1894,     46 51,    143 15,,,,,,,
  07/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  07/11/1894,     45 41,    140 11,,,,,,,
  08/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  08/11/1894,     44 47,    138 02,,,,,,,
  09/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  09/11/1894,     43 11,    134 52,,,,,,,
  10/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  10/11/1894,     42 20,    131 01,,,,,,,
  11/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  11/11/1894,     40 25,    127 24,,,,,,,
  12/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  12/11/1894,     35 25,    123 37,,,,,,,
  13/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  13/11/1894,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  14/11/1894,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,,,,,,,,,
  14/11/1894,   38 10 N,  123 16 W,,,,,,,
  27/04/1895,,,37.8,-122.4,        san francisco cal,        san francisco bay,,,
  27/04/1895,   39 21 N,  124 15 W,,,,,,,
  28/04/1895,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  28/04/1895,   41 01 N,  124 36 W,,,,,,,
  29/04/1895,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  29/04/1895,   43 39 N,  124 41 W,,,,,,,
  30/04/1895,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  30/04/1895,   46 54 N,  124 30 W,,,,,,,
  01/05/1895,,,55,-1.5,     at sea pacific ocean,                      tic,north pacific,,
  01/05/1895,,,-35.1,150.6,              green id lh,            garden island,strait of juan de fuca,,
  02/05/1895,,,55,-1.5,     at sea pacific ocean,                      tic,strait of juan de fuca,,
  02/05/1895,,,,,   pt wilson s se 4 miles,,strait of juan de fuca,,
  03/05/1895,,,30.6,117.2,    newwhatcom washington,                    mashi,bellingham,48.750178N,122.474975W
  03/05/1895,,,48.1,-122.8, port townsend washington,            port townsend,,,
  04/05/1895,,,,,,,,,
  04/05/1895,,,43.1,16.7,quarter master harbor washington,                     hvar,quartermaster harbour,47.3793N,122.4620W
  05/05/1895,,,,,,,,,
  05/05/1895,,,43.1,16.7,quarter master harbor washington,                     hvar,quartermaster harbour,,
  06/05/1895,,,,,,,,,
  06/05/1895,,,30.6,117.2,    newwhatcom washington,                    mashi,bellingham,,
  07/05/1895,,,,,,,,,
  07/05/1895,,,30.6,117.2,    newwhatcom washington,                    mashi,bellingham,,
  08/05/1895,,,,,,,,,
  08/05/1895,,,30.6,117.2,   new whatcom washington,                    mashi,bellingham,,
  09/05/1895,,,,,,,,,
  09/05/1895,   48 45 N,  125 47 W,22.6,59.5,   strait of juan de fuca,                      sur,strait of juan de fuca,,
  10/05/1895,,,,,,,,,
  10/05/1895,   49 20 N,  129 25 W,56.2,-3,      north pacific ocean,                    forth,north pacific,,
  11/05/1895,,,,,,,,,
  11/05/1895,   51 02 N,  133 29 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  12/05/1895,,,,,,,,,
  12/05/1895,   52 51 N,  135 20 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  13/05/1895,,,,,,,,,
  13/05/1895,   55 53 N,  136 07 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  14/05/1895,,,,,,,,,
  14/05/1895,,,57,-135.4,             sitka alaska,                    sitka,,,
   15/5/1895,,,,,,,,,
   15/5/1895,   56 36 N,  135 46 W,57,-135.4,             sitka alaska,                    sitka,,,
  16/05/1895,,,,,,,,,
  16/05/1895,   56 36 N,  138 38 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  17/05/1895,,,,,,,,,
  17/05/1895,   57 14 N,  138 27 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  18/05/1895,,,,,,,,,
  18/05/1895,   58 24 N,  140 47 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,57N,144W
  19/05/1895,,,,,,,,,
  19/05/1895,   58 34 N,  145 24 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  20/05/1895,,,,,,,,,
  20/05/1895,   57 38 N,  149 03 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  21/05/1895,,,,,,,,,
  21/05/1895,   55 44 N,  152 01 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  22/05/1895,,,,,,,,,
  22/05/1895,   55 39 N,  152 09 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  23/05/1895,,,,,,,,,
  23/05/1895,   56 11 N,  150 22 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  24/05/1895,,,,,,,,,
  24/05/1895,   56 20 N,  150 00 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  25/05/1895,,,,,,,,,
  25/05/1895,   57 24 N,  148 50 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  26/05/1895,,,,,,,,,
  26/05/1895,   59 00 N,  146 33 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  27/05/1895,,,,,,,,,
  27/05/1895,   58 09 N,  142 54 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  28/05/1895,,,,,,,,,
  28/05/1895,   58 50 N,  140 09 W,56.2,-3,at sea north pacific ocean,                    forth,gulf of alaska,,
  29/05/1895,,,,,,,,,
  29/05/1895,   57 05 N,  138 47 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  30/05/1895,,,,,,,,,
  30/05/1895,,,56.2,-3,             sitka alaska,                    sitka,,,
  31/05/1895,,,,,,,,,
  31/05/1895,,,57,-135.4,             sitka alaska,                    sitka,,,
  01/06/1895,,,,,,,,,
  01/06/1895,   57 01 N,  137 10 W,57,-135.4,             sitka alaska,                    sitka,,,
  02/06/1895,,,,,,,,,
  02/06/1895,   56 44 N,  143 03 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  03/06/1895,,,,,,,,,
  03/06/1895,   56 18 N,  148 04 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  04/06/1895,,,,,,,,,
  04/06/1895,   55 49 N,  153 48 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  05/06/1895,,,,,,,,,
  05/06/1895,   55 17 N,  158 51 W,47.5,-52.7,      cape st john alaska,                 st johns,north pacific,,
  06/06/1895,,,,,,,,,
  06/06/1895,,,4,9.7,sand point popoff isld alaska,                    duala,sand point alaska,,
  07/06/1895,,,,,,,,,
  07/06/1895,,,4,73.9,              unga alaska,                    duala,unga,55 11 03N,160 30 18W
  08/06/1895,,,,,,,,,
  08/06/1895,   54 30 N,  161 28 W,15.5,73.9,                      8pm,                      goa,north pacific,,
  09/06/1895,,,,,,,,,
  09/06/1895,   53 42 N,  165 22 W,56.2,-3,at sea north pacific ocean,                    forth,north pacific,,
  10/06/1895,,,,,,,,,
  10/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  11/06/1895,,,,,,,,,
  11/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  12/06/1895,,,,,,,,,
  12/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  13/06/1895,,,,,,,,,
  13/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  14/06/1895,,,,,,,,,
  14/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  15/06/1895,,,,,,,,,
  15/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  16/06/1895,,,,,,,,,
  16/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  17/06/1895,,,,,,,,,
  17/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  18/06/1895,,,,,,,,,
  18/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  19/06/1895,,,,,,,,,
  19/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  20/06/1895,,,,,,,,,
  20/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  21/06/1895,,,,,,,,,
  21/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  22/06/1895,,,,,,,,,
  22/06/1895,,,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  23/06/1895,,,,,,,,,
  23/06/1895,   54 35 N,  167 10 W,53.9,-166.5,      dutch harbor alaska,             dutch harbor,,,
  24/06/1895,,,,,,,,,
  24/06/1895,   56 39 N,  169 46 W,55,166.3,        at sea bering sea,                  behring,pribilof islands,,
  25/06/1895,,,,,,,,,
  25/06/1895,   58 23 N,  172 05 W,55,166.3,        at sea bering sea,                  behring,,,
  26/06/1895,,,,,,,,,
  26/06/1895,   61 30 N,  172 10 W,55,166.3,        at sea bering sea,                  behring,,,
  27/06/1895,,,,,,,,,
  27/06/1895,,,55,166.3,        at sea bering sea,                  behring,,,
  28/06/1895,,,,,,,,,
  28/06/1895,,,43.7,7.2,       st lawrence island,                     nice,gambell st lawrence island,,
  29/06/1895,,,,,,,,,
  29/06/1895,     64 10,    172 02,43.7,7.2,       st lawrence island,                     nice,gambell st lawrence island,,
  30/06/1895,,,,,,,,,
  30/06/1895,,,43.7,7.2,       st lawrence island,                     nice,gambell st lawrence island,,
  30/06/1895,,,,,,,,,
  30/06/1895,   65 08 N,  168 55 W,55,166.3,        at sea bering sea,                  behring,bering strait,,
  01/07/1895,,,,,,,,,
  01/07/1895,,,55,166.3,        at sea bering sea,                  behring,bering strait,,
  02/07/1895,,,,,,,,,
  02/07/1895,,,65.2,-166.7,     port clarence alaska,           port clearance,,,
  03/07/1895,,,,,,,,,
  03/07/1895,,,65.2,-166.7,     port clarence alaska,           port clearance,,,
  04/07/1895,,,,,,,,,
  04/07/1895,     65 05,    167 35,65.2,-166.7,                 kings id,           port clearance,,,
  05/07/1895,,,,,,,,,
  05/07/1895,,,63.5,-162,st michaels id bearing ssw egg id exn 12 n,               st michael,,,
  06/07/1895,,,,,,,,,
  06/07/1895,   63 52 N,  162 04 W,63.5,-162,       st michaels alaska,               st michael,,,
  07/07/1895,,,,,,,,,
  07/07/1895,   64 28 N,  165 47 W,,,      at sea norton sound,,,,
  08/07/1895,,,,,,,,,
  08/07/1895,   65 20 N,  169 46 W,55,166.3,        at sea bering sea,                  behring,bering strait,,
  09/07/1895,,,,,,,,,
  09/07/1895,   66 15 N,  170 02 W,31.5,118.4,            walou siberia,                    erjia,chukchi sea,69N,172W
  10/07/1895,,,31.5,118.4,           cuutpa siberia,                    erjia,chukchi sea,,
  10/07/1895,   67 07 N,  170 59 W,31.5,118.4,           chutpa siberia,                    erjia,chukchi sea,,
  11/07/1895,,,,,,,,,
  11/07/1895,,,31.5,118.4,      kerneshgouu siberia,                    erjia,chukchi sea,,
  12/07/1895,,,,,,,,,
  12/07/1895,,,31.5,118.4,at anchor kilouroun siberia,                    erjia,chukchi sea,,
  13/07/1895,,,,,,,,,
  13/07/1895,,,31.5,118.4,at anchor kilouroun siberia,                    erjia,chukchi sea,,
  14/07/1895,,,,,,,,,
  14/07/1895,,,55,-1.5,       at sea artic ocean,                      tic,chukchi sea,,
  15/07/1895,,,,,,,,,
  15/07/1895,   66 13 N,  169 50 W,31.5,118.4,west side of cape serdze siberia,                    erjia,chukchi sea,,
  16/07/1895,,,,,,,,,
  16/07/1895,,,65.2,-166.7,     port clarence alaska,           port clearance,port clarence alaska,65 15 58N,166 51 10W
  17/07/1895,,,,,,,port clarence alaska,,
  17/07/1895,,,65.2,-166.7,     port clarence alaska,           port clearance,port clarence alaska,,
  18/07/1895,,,,,,,port clarence alaska,,
  18/07/1895,,,43.7,7.2,        pt spencer alaska,                     nice,port clarence alaska,,
  19/07/1895,,,,,,,port clarence alaska,,
